age;gender;humanmade;concern;efficacy;income;edu3;openanswer;
6;2;1;0,75;0,3333333;350000;3;Da tenker jeg at så lenge det er grådigheten som styrer verden så må en benytte markedsmekanismen til å påvirke valg og forbruk dvs at det må koste mer å ødelgge miljøet Vi må bli mer bevisst på vårt forbruk av miljømessige og klimamessige årsaker Informasjon og reportasjer om fremstillingsmåter av varer og produkter som vi importerer er viktig slik at vi kan gjøre informerte valg Selvsagt er politikk viktig men politikere skal jo gjenvelges;
1;2;0;0,5;0,3333333;0;1;CO2-utslipp jordskorpe elefanter grafer vulkaner en dokumentar jeg så en gang Miljøpartiet det grønne gress;
1;2;1;0,75;0,3333333;60000;2;CO2-utslipp global oppvarming;
2;1;0;0,5;0,3333333;500000;2;CO2-utslipp;
1;1;1;0,5;0,3333333;0;0;CO2-utslipp;
1;1;1;0,25;0,6666667;170000;1;Co2-utslipp;
6;1;0;0,5;0,3333333;576000;3;CO2 økning i atmosfæren Jordoppvarming;
2;1;1;0,75;0,3333333;430000;2;Co2 varmere klima Ekstremvær issmelting;
3;1;1;0,5;0,3333333;450000;3;CO2 utslipp varmere vær mer nedbør;
5;1;1;0,5;0,3333333;400000;3;Co2 utslipp som må begrenses;
5;2;0;0,5;0,3333333;198000;2;CO2- utslipp gamle utrangerte atomkraftverk i utlandet båtvrak som ligger og forurenser på havbunnen oljeutslipp;
1;1;0;0;0,3333333;15000;1;Co2 utslipp;
5;1;1;0,25;1;300000;1;co2 utslipp;
5;1;1;0,5;0,3333333;600000;0;CO2 utslipp;
4;2;1;1;0,3333333;400000;3;CO2 utslipp;
3;1;0;0,25;0,6666667;340000;3;Co2 utslipp;
4;2;1;0,75;0,3333333;830000;3;CO2 migrasjon klimaforhandlinger treghet utfordringer relatert itl økt velstand vs økte klimagassutslipp katastrofer og menneskelig nød uvær;
6;1;0;0,5;0,6666667;500000;3;CO2 Klimagasser Olje Forurensning;
6;1;0;0,5;0,3333333;380000;2;CO2 - NOX;
4;1;0;0,5;0,6666667;600000;2;Co2;
5;1;1;0,75;0,6666667;280000;2;Co2;
2;1;1;0,75;0,3333333;400000;3;Co2;
4;1;1;0,75;0,3333333;1000000;3;CO2;
5;1;1;0,5;0,6666667;500000;3;Co2;
3;2;1;0,5;0,6666667;170000;2;CO2;
2;1;0;0,25;0,3333333;550000;3;Co2;
2;1;1;0,75;0;499200;3;Chanslöst;
1;2;1;0,75;0,6666667;0;1;Bærekraftig utvikling forurensning kaldere varmere;
5;1;0;0,25;0;500000;2;Byråkrater som skal tjene mest mulig på å delta / være en del av fagpersonell som skal tjene penger på påstått klimaendringer Byråkrati Forskere som tror de vet alt Mange mennesker som er redde for ikke å tjene godt nok hvis mange instanser skulle bli lagt ned Egoistiske klima byråkrater Penge sluk av offentlige middler i hele verdenssamfunnet;
4;2;0;0,25;0,3333333;0;2;Bullshit;
3;2;1;0,5;0,6666667;250000;3;bresmelting og forurensning;
5;2;1;1;0,6666667;300000;3;Bresmelting;
4;2;1;0,5;0,6666667;420000;3;Bre/issmelting;
2;2;1;0,75;0,6666667;200000;2;bra for fremtiden;
2;1;1;0,5;0,6666667;330000;3;Boforhold Hva vil skje med natur og skog?;
3;1;0;0,25;0,3333333;500000;3;Blir fort skeptisk til hvilke forbindelser/nettverk avsender har enten det er fra den ene eller andre siden;
3;1;1;0,75;0,3333333;0;2;Blir faktisk nervøs av ordet/begrepet klimaendringer Jeg liker det overhodet ikke;
6;1;0;0,5;0,3333333;750000;3;Blir det mindre sne??;
2;2;1;0,75;0,3333333;480000;3;Blekkulf;
4;2;1;0,75;0,6666667;215000;3;bilkjøring;
5;2;1;0,5;0,3333333;500000;3;Bilforurensing;
1;1;1;1;0;80000;2;biler i dag er steinalder Tragisk Føkka;
4;2;1;0,5;0,3333333;430000;2;Biler;
5;2;1;0,25;0,3333333;0;2;Bilbruk bensin og disel;
5;1;1;0,25;0;0;2;Bibelen sier :Himmel og jord skal forgå men mitt ord skal alltid bestå;
4;1;1;1;0,3333333;650000;2;Berekraftig utvikling;
6;2;1;1;0,6666667;0;2;Bekymringsfullt!;
4;1;1;0,75;0,3333333;650000;3;Bekymringsfullt;
3;1;0;0,75;0,6666667;371000;3;bekymring noen ganger overdriver;
4;1;1;1;0,3333333;810000;3;Bekymring for fremtiden og vi alle må bidra til å gjøre noe med det;
3;2;1;0,75;0,3333333;650000;3;bekymring;
7;1;1;0,75;0,3333333;320000;3;Bekymring;
3;1;1;0,75;0;300000;3;bekymring;
2;2;1;0,5;0,3333333;460000;3;Bekymring;
4;2;1;0,75;1;180000;3;Bekymring;
6;2;1;0,75;0,3333333;300000;3;"Bekymret for hvor vanskelig det er å forandre adferd personlig for å bedre klimaet Myndighetene må ""belønne"" tiltak bedre og legge til rette for bedre miljøpolitikk ";
4;2;1;0,5;0,3333333;400000;2;bekymret;
4;2;1;0,75;0,6666667;405;3;Bekymret;
1;1;0;0,5;0,3333333;800000;3;Bekymret;
2;1;1;0,75;0,3333333;520000;3;bekymre;
3;2;1;1;1;400000;3;behov for å ta vare på verden;
1;1;1;0,75;0,6666667;0;2;Begrensning;
2;1;1;0,75;0,3333333;200000;2;"befolkningsvekst med klimaendringer blir kaos Politisk sammenbrudd høyreekstreme tar makt for hindre flyktninger å komme inn i denne delen av verden Det ""samme"" vil skje i hardt berørte land der vil de samle folk for å krige til seg land Dette er mitt verste scenario sannsynlig blir det en del av dettte rundt om i verden ";
7;1;1;0,75;0,6666667;600000;3;Barskere værforhold høyere temperaturer flom rasfare endrede leveforhold for fisk fugler og dyr Strore flomproblemer for lavtliggende nasjoner;
7;1;1;0,5;0,3333333;200000;2;Barnebegrensning;
5;1;1;1;0,6666667;3300000;3;Barnebarn;
3;2;1;0,75;0,6666667;590000;3;Barna mine;
1;1;0;0;0;0;2;bare tull det er noen som har funnet på det og tjent masse penger på det klimaendringer som er skapt av mennesker er under 1 prosent resten er naturlig;
1;1;0;0,25;0;0;2;Bare tull;
2;2;1;0,5;0,6666667;410000;3;Bade på stranden i Norge! :-);
4;2;1;1;0,3333333;0;0;Avskoging korallrev overbefolkning issmelting;
4;1;0;0,25;0,3333333;460000;2;Avgifter;
4;1;0;0;0;0;0;Avgifter;
4;1;1;0,25;0,3333333;450000;2;avgifter;
5;1;1;0,5;0,3333333;350000;2;Avgasser fra bil;
2;2;1;0,5;0,3333333;340000;2;Att klimatet i verden er på vei å bli ødelagt;
3;2;1;0,5;0,3333333;250000;2;At været har forandret seg mye de seneste årenen;
4;2;1;1;0,6666667;250000;2;At været blir verre (annerledes/merkeligere) år for år;
1;1;0;0,75;0,3333333;0;2;At vi utsetter verden vi lever i stor fare At det er energiubalanse i verden AT VI IKKE MÅ DRA OPP ALT SOM LIGGER UNDER JORDOVERFLATEN;
4;1;1;0,75;0,3333333;0;3;at vi må gjøre noe med dette eller kommer vår barn og barnebarn til slite i dems tid;
3;1;1;1;0,3333333;550000;2;At vi må gjøre noe med det fort men at det ikke vill merkes i min levetid men igjen at det teller å gjøre noe;
2;2;1;0,75;0,3333333;400000;3;at vi må gjøre noe med det;
3;1;1;1;0,6666667;180000;1;At vi må få ned klimagassenen vi spyr ut og alle menesker må bidra samt alle land;
6;1;0;0,25;0,3333333;280000;3;at vi lite kan gjøre med klimaet da vår klode står for de største påvirkninger på klimaet i form av vulkanutbrudd;
4;1;1;0,5;0,3333333;800000;2;at vi får stadig mer varierende værforhold og at det oppstår mer type ekstremvær;
1;1;1;0,5;0,6666667;0;2;At vi er vår egen verste fiende når det kommer til klimaendringer I den forstand at befolkningsveksten på jorda er tilrettelagt for å ha en evig økning dermed har befolkningen på jorda flerdoblet seg siden starten av 1900-tallet I tillegg til teknologiske oppfinnelser som har ført til økt forbrukt av fossilt brensel så har i hovedsak befolkningsveksten skylden for de lite bærekraftige klimautspillene Den befolkningsveksten vi ser i dag er langt i fra bærekraftig da spiller det liten rolle fra eller til om Norge borer etter mer eller mindre olje Det som spiller noen rolle i det store og hele er hva befolkningsrike land som Kina foretar seg nå og fram i tid;
3;2;1;0,75;0,6666667;200000;3;At vi er i ferd med å ødelegge jordens egne ressurser - fordi vårt overforbruk i vesten påvirker miljøet negativt og at disse endringene i første omgang rammer de aller fattigste landene og menneskene som bor der;
5;2;1;0,75;0,3333333;271000;2;At vi alle har et ansvar til å ta vare på miljøet vårt;
3;2;1;0,5;0,6666667;408000;3;At verdens klima endrer seg på en negativ måte;
5;1;1;0,5;0,3333333;500000;2;At verden står ovenfor et enormt problem som jeg ikke tror de kan løse da store deler av vaerden ønsker fremgang med stor forurensning som følge Rent vann og mat blir et problem før klima;
4;1;1;0,75;0,6666667;650000;3;At vannet kommer til å stige og true mange land;
4;1;1;1;0,3333333;500000;2;At vann sjø og luft begynner å bli så forurenset at skadene begynner å bli vanskelige å rette på;
4;1;1;0,75;0,6666667;800000;3;At skaperverket sakte men sikkert går i oppløsning;
2;2;1;0,25;0,6666667;370000;3;At polene smelter pga utslippene;
4;1;1;0,75;0,6666667;800000;3;At polene smelter og vannet stiger;
5;1;1;0,75;0,6666667;330000;2;At nå kommer det til å bli varmere om sommeren og om vinteren eller det kommer en ny istid Hva skal en tro? Den som lever får se Men det skader ikke å gjøre en innsats for egen del;
1;2;1;1;0,3333333;0;2;At mye må gjøres å redusere utslippene i kina indidia og rest av verden mye må gjøres å hindre avskogingen i afrika asia og reste av verden at vi trenger ikke bare order men aksjonner mot klimaendringer;
6;1;1;1;0,3333333;380000;3;At mennesket er det dummeste dyret på planeten (i relasjon til evneutrustning) som ikke bare ødelegger seg selv og sitt miljø - bevisst men også bevisst neglisjerer åpenbare muligheter for selvutslettelse;
1;2;1;1;0,3333333;200000;2;At kloden vår ikke tåler mye mer;
5;1;0;0,5;0,3333333;500000;2;At klimaet ikke er statisk og at det forandrer seg hele tiden;
5;1;0;0,5;0,3333333;600000;2;At klimaet får skylden for all mulig type værfenomen;
6;1;0;0,5;0,3333333;370000;3;"At klimaet endrer seg over tid ""Det kaldeste og varmeste på år"" er naturlige svingninger Det kan likevel ikke utelukkes at endringer kan være delvis menneskeskapt Miljøpolitikk er uansett viktig ";
6;1;0;0,75;0,3333333;450000;0;At klimaendringer er noe som pågår hele tiden og at den menneskelige påvirkning er begrenset;
2;1;0;0,5;0;300000;2;At klima har vært i konstant endring siden tidenes morgen med mer stabile og mindre stabile perioder;
5;1;1;0,75;0,6666667;850000;3;At klima forandrer seg fra det vanlige Mere varme enn vanlige på mange steder I verden eller omvendt;
5;2;1;0,75;0,3333333;510000;3;At klima endrer seg fra hva det var for f eks 50-100 år siden At vi sender ut klimagasser i atmosfæren som gjør at klima forandrer seg Varmere våtere for oss tørrere for folk i Afrika;
2;1;1;0,25;0,3333333;650000;3;at kanskje kina burde starte å bry seg mer;
4;1;1;0,75;0,6666667;720000;2;at isen smelter på polene og at havet vil stige;
4;2;1;0,75;0,6666667;168000;1;At isen smelter og at dyr som isbjørner mister hjemmene sine Og at været forandrer seg;
5;2;1;1;0,6666667;350000;3;At isen smelter (polområder/isbreer) som hever havnivået Medfører store og katastrofale endringer i naturen og levevilkårene Økt nedbør flom katastrofale endringer med ekstremvær som følge Land lagt under dagens havnivå får uante konsekvenser både i forhold til dyrking av mat og bosetting av verdens befolkning;
1;2;1;0,75;0,3333333;250000;2;At havnivået kommer til å stige;
1;2;1;0,5;0,6666667;0;1;At havet stiger og øyer blir øversvømt av vann Og at dyrene på polene mister sine leveområder;
6;2;1;0,75;0,6666667;144000;2;AT HAVET KOMMER TIL OG STIGE MER EKSTREMVÆR;
1;1;1;1;0,3333333;70000;2;"At folk ikke lenger tar det alvorlig fordi ingenting gjøres Det blir litt ""ulv ulv""! Politikere gjør lite fordi velgerne prioriterer klima svært lavt som igjen kan skyldes at lite gjøres Det er en ond sirkel Dessuten virker nordmenn generelt ganske egosentriske på vegne av sin nasjon De er lei av å høre om problemer som rammer resten av verden Jeg synes dette er synd ";
5;2;1;0,75;0,6666667;630000;3;At folk ikke lenger kan leve der de lever nå mange steder;
2;1;0;0,25;0;467000;2;At dette er noe vi på ingen måte kan påvirke i stor grad Min mening er at dette i større grad er sykluser på jorda som er styrt av solsystemet;
1;2;1;0,5;0,6666667;132000;3;At dette er noe som til en viss grad kommer naturlig fordi verden har alltid forandret seg Vi har hatt istid og varmere tider så det er ikke rart at verden har klimaendringer i disse dager Samtidig er det viktig at vi setter inn tiltak slik at ikke disse klimaendringene går fortere enn de naturlig hadde gjort Vi må bli flinkere til å tenke miljø og kjempe for at vi kan gi den fine kloden videre til våre barn Vi forvalter bare jorda vi eier den ikke og kan derfor ikke gjøre som vi vil uten å tenke på de kommende generasjoner og deres behov;
5;2;0;0,25;0,3333333;250000;0;At det tidligere i vår historie også har vært klimaendringer og at dette er normalt;
3;2;1;0,25;0;252000;2;At det styres fra universet;
6;2;1;0,5;0,3333333;400000;2;at det skjer noe med klimaet som er negativt;
6;2;0;0,75;0,3333333;127968;2;at det meste har hendt før;
6;1;0;0,25;0;4000000;3;At det kan bli like godt vær i Norge som det var for 1000 år siden;
3;2;1;0,75;0,6666667;430000;3;At det ikke nødvendigvis trenger å koste så mye for å bidra til klima endringer Burde heller ha vært motsatt så flere valgte å tenke på miljø og klima endringer;
7;2;0;0;0;0;2;At det ikke er noe å gjøre med det siden det ikkke er memmeskeskspt;
4;2;0;0,25;0;180000;1;at det i alle tider har vært store svingninger i været;
6;1;1;0,75;0,6666667;350000;2;At det går til det verre globalt og at det er den største utfordringen menneskeheten står overfor på sikt;
5;1;1;0,75;0,3333333;450000;3;At det for svært mange i verden er en katastrofe og at det for meg som godt voksen med bopeel langt mot nord helt egotenkt kan gi et bedre klima;
5;2;1;0,75;0,3333333;0;2;At det faktisk har eksistert så lenge jorden har eksistert;
4;1;0;0,5;0,6666667;680000;3;"At det er vannskelig å få ""øye på"" sannheten rundt dette temaet Partene på begge sider er ekstreme og for meg lite troverdig Temaet er intresant og alvorlig men slik debatten er nå så begynner jeg å miste intressen for det ordet ";
2;1;0;1;0,3333333;205000;3;At det er synd på fattige land spesielt de som ligger lavt i forhold til havnivå;
5;2;0;0,5;0,3333333;370000;2;At det er mye fokus på det;
3;2;1;1;0,6666667;535000;3;At det er de fattige delene av verden som først og fremst blir rammet av konsekvensene av klimaendringene;
6;2;1;0,5;0,3333333;300000;3;at det er alvorlig med de klimaendringene vi hører om men er noe usikker på om alt er menneskeskapt;
2;2;1;0,75;0,3333333;15000;3;At det bør være forbedring i dette område slik at vi forholder seg mer venlig til naturen og ikke tenker på bruk og velferd for oss selv;
2;1;1;0,5;0,3333333;440000;3;At det blir varmere slik at isen smelter vannstanden stiger og isbjørner drukner;
3;2;1;0,5;0,3333333;435000;3;At det blir varmere og at vi ikke har helt de samme årstidene som tidligere;
3;2;1;0,75;0,6666667;400000;2;at det blir tull med vær slik at vi ikke får vinter og sommer bekymring for søppel gjenvinning;
4;2;1;0,25;0,6666667;420000;3;At det blir mer jevn temperatur på jorden og mer dårlig vær her i Norge Mer storm og uvær;
5;2;0;0,5;0;390000;2;At det alltid har vært variasjon i klimaet tror ikke på at menneske kan på virke klimaet;
5;1;0;0,75;0,3333333;0;2;at den globale tempratur har steget 0 5 og at været er blitt villere og våtere;
2;2;0;0,75;0,3333333;279000;2;at den globale middeltemperaturen er høyere i dag enn da målingene startet på slutten av 1800-tallet;
4;2;1;0,5;0,3333333;300000;3;"At alt er i endring Også klimaet At det er litt skummelt Og litt urettferdig Tror at fordi vi og samfunnet er så fokusert på penger og avkastning på å øke forbruk og nytelse istedet for å dele og tenke på videre generasjoner klarer vi bare ""litt"" å tenke globalt Og at katastrofer oftest rammer land og mennesker som allerede har mye å streve med og lite å beskytte seg med Men som kanskje likevel er gladere /mer fornøyde enn oss ";
5;2;1;0,5;0,6666667;500000;3;"at alle må bidra - og at vanlige medborgere også må få vite hva vi kan gjøre i våre husholdninger "" alle monner drar sa musa og tisset i havet"" eller ""alle bekker små blir til en stor å""";
3;1;1;0,75;0,3333333;570000;2;Ansvarsfraskrivelse Varmere vær økt vannstand uvær nedsmelting av isbreer forurensning av atmosfæren forbrukersamfunnets forsøpling egoisme bremser klimatiltak for mye bruk av bil og for lite tiltak for sakte En detalj som bensindrevne to-takts gressklippere Om de ikke er på langt nær den største forurensningskilden hvorfor ikke bare forby salg av dem innen 1 år? Teknologien er der Frustrert Velferdssamfunnets bakside;
3;1;1;0,5;0,3333333;650000;3;Ansvar;
5;2;1;1;0,3333333;345000;3;Ansvar;
4;1;0;0,5;0,3333333;900000;2;annen værtype i forhold til årstidene;
4;1;1;0,75;0,3333333;450000;2;angår ikke meg;
6;1;0;0,75;0,3333333;900000;3;alvorlig utfordring men overdrevet i visse kretser Alle former for utslipp må renses / nøytraliseres på sikt;
3;1;1;1;0,3333333;580000;3;Alvorlig trussel;
2;2;1;0,75;0,3333333;450000;3;Alvorlig Noe må gjøres;
3;1;1;1;0,3333333;505000;3;Alvorlig;
5;1;0;0,25;0;400000;2;alvor;
4;2;0;0,25;0,3333333;0;2;Altfor mye mas omkring klimaendring Begrenset hva lille Norge kan bidra med Hva med USA Kina og de virkelig store ? Hører ikke så mye om hva de gjør for å endre utslippene:);
4;2;1;0,75;0,6666667;450000;3;Alles ansvar å ta vare vår planet jorda;
3;2;0;0,5;0,3333333;400000;2;Alles ansvar;
6;1;0;0,25;0;300000;2;Alle org som lever av å svartmale naturlige sykluser og kaller de som er uenige for ting som bør oversette med imbesile Det er ikke slik at alle som skjønner naturen sitter i IPCC;
5;1;1;0,75;0,6666667;500000;3;Alle må ta ansvar og spesielt I-land som har råd til å rydde opp også i U-land;
5;2;1;1;0;494000;3;Alle må gjøre sitt for å forsøke å redusere/bremse/hindre;
4;2;1;0,75;0,3333333;670000;3;Alle må bidra til å redusere utslipp og ha fokus på klimaendringer;
4;1;1;0,75;0,3333333;420000;3;alle har et individuelt ansvar;
1;2;1;1;0,6666667;140000;3;Al Gore USA Kina Matproduksjon Bil merket Tesla;
1;2;1;0,75;0,3333333;140000;2;Al Gore - en ubehagelig sannhet;
1;1;0;0,5;0,3333333;400000;3;Al Gore;
1;1;1;0,75;0,3333333;130000;2;Al Goore sin dokumentar om klimaendringer er det første som faller inn Samt polsmelting mindre snø og varmere vær;
3;1;1;1;0,3333333;528000;3;aktuelt forskningsfelt;
2;2;1;0,75;0;445100;3;"Akkurat denne uken: Katastrofen på Filippinene ""Klimaendringer"" diskuteres men naturkatastrofer har uansett årsak enorm påvirkning på menneskers liv Uvær Flom Tørke Vi må bry oss selv om vi er skånet for det meste i Norge ";
