"X"	"age"	"gender"	"humanmade"	"concern"	"efficacy"	"income"	"edu3"	"translation"	"univdummy"	"theta1"	"theta2"	"theta3"	"theta4"
"1918"	1917	3	2	1	0.75	0.3333333	430000	3	"There are always been changes in climate but as it looks now, we are increasingly consuming and possible there would have been a gain if we consumed less and traveled less by plane "	1	0.148664947353637	0.658040367750881	0.128108548680621	0.0651861362148609
"1920"	1919	2	2	1	0.5	0.3333333	0	3	"depreciating climatic conditions "	1	0.225659329580228	0.40300763399758	0.191945316214593	0.179387720207599
"1921"	1920	1	1	1	0.75	0.3333333	50000	3	"The most important thing in our time "	1	0.0440962920472049	0.766553066643225	0.146343141647951	0.0430074996616188
"1922"	1921	2	1	0	0.25	0.6666667	330000	3	"Partially man-made I think even after reading several research articles from both sides that climate change goes in cycles people possibly affected partly "	1	0.0193604496709822	0.88983969874677	0.0744271826966875	0.0163726688855601
"1923"	1922	2	2	0	0.5	0	0	3	"debate "	1	0.139538595653061	0.495258173908783	0.220355403935168	0.144847826502989
"1924"	1923	3	1	1	0.75	0.6666667	850000	3	"They increase "	1	0.320930125888363	0.22088932401995	0.202134734004429	0.256045816087258
"1925"	1924	2	1	1	0.75	0.3333333	400000	3	"The largest producers of CO2 - China India etc "	1	0.137988710989525	0.544266587622631	0.203754484336568	0.113990217051276
"1926"	1925	4	1	1	0.5	0.6666667	485	3	"Those who have the opportunity to do something does not seem to care there is no one saying that we must lower the general consumption I have plenty of tasks and concerns if I relate to what I can have an impact on "	1	0.0293614386595542	0.84257106561613	0.108001147542948	0.0200663481813672
"1927"	1926	3	1	1	1	0.3333333	520000	3	"The latest IPCC reports and results in they think that oil coal and gas is for cheap energy that it is possible to substantially reduce emissions in a corrupt world (ie a world of little confidence) worsening the situation since Browse Horizontal Borrig will increase access to Cheap SkateGasGas De MilieSee 30 Year Harbor level rise "	1	0.104462516018068	0.425090722552395	0.342655372276571	0.127791389152966
"1929"	1928	5	1	0	0.25	0.6666667	740000	3	"They have always existed "	1	0.0703809568380177	0.758978798114338	0.117934964962354	0.05270528008529
"1930"	1929	6	1	1	0.5	0.3333333	350000	2	"They are probably man-made but not for sure "	0	0.117654196350004	0.608799206850608	0.190597720216776	0.0829488765826121
"1931"	1930	3	2	1	0.75	0.3333333	361900	2	"They are real and it's a bit scary money boasts the world so you can't trust the politicians and what they really do with the future for our kids? Nuclear Fukushima doesn't hear more about what happened there and if there is still danger? "	0	0.0502274665745389	0.730957947554648	0.178931418212103	0.03988316765871
"1932"	1931	6	1	0	0.25	0.6666667	230000	0	"They are natural "	0	0.171820541978986	0.524707029462633	0.13091019665855	0.172562231899831
"1933"	1932	6	1	1	0.75	0.6666667	500000	3	"They are man-made "	1	0.145515821586441	0.54598529771434	0.201339396093035	0.107159484606184
"1934"	1933	2	1	1	1	0.3333333	850000	3	"The changes occurring in Stratos and the atmosphere that will destroy the earth smelt the ice in greenland and raise sea levels with 7 5meter in the first place "	1	0.0900186726914008	0.444430027591428	0.16223206095114	0.303319238766031
"1935"	1934	2	2	1	1	0.6666667	200000	3	"They worry about Norway should go ahead as a good example but the most important thing is that we can use our resources to help countries that are much bigger and have much more to say for climate change believe that changes must start with each individual at the same time I know that Norway's emissions are low worldwide and that therefore, technology and knowledge that may be the most important thing we can contribute with "	1	0.0120452909185213	0.913734326442099	0.0643838556132182	0.00983652702616211
"1936"	1935	7	1	1	1	0.6666667	270000	2	"Then I think about what my inventions can contribute: * More plas-molded concrete with a more flexible formwork system will contribute to less heavy transport of concrete elements * with a simpler formwork system, several rental stations come to and hence transported transport length by rented formwork * with a Lightweight and more flexible formwork will minister for extreme weather for example faster and cheaper rebuilding their home with plasist concrete * with a flood cast that can be used most places and at large height, large eigedommer can soon be spared for the flood disadvantage of today's floodstick is eg low height and that closing can only be built on a flat surface "	0	0.142351852568454	0.685142519369447	0.0830466787862866	0.0894589492758125
"1937"	1936	5	1	1	0.5	0.3333333	750000	0	"Then I think of a more extreme weather and problems for those who do food production (agriculture) "	0	0.247813651226083	0.444820976265495	0.176737756216822	0.1306276162916
"1938"	1937	5	1	1	1	0.6666667	800000	1	"Then I think of everything talked and lack of actions and that the big coherent is mostly absent in the debate - how the capitalism of capitalism is constantly creating bigger climate change "	0	0.0367216544154187	0.829391434952688	0.105508592085784	0.0283783185461095
"1939"	1938	6	2	1	0.75	0.3333333	350000	3	"Then I think that as long as it is the greed that controls the world, one must use the market mechanism to influence choices and consumption thats that it must cost more to destroy the environment we must become more aware of our consumption of environmental and climate-related reasons information and reports on manufacturing methods of goods and products that we import is important so that we can make informed choices of course, politics is important but politicians should be re-elected "	1	0.0195084470532491	0.900003065011819	0.0689629954564517	0.0115254924784804
"1940"	1939	1	2	0	0.5	0.3333333	0	1	"CO2 emission Earthwood elephants graphs volcanoes A documentary I once saw the environmental party the green grass "	0	0.0550218079804174	0.773727651854301	0.0861949931908108	0.0850555469744711
"1941"	1940	1	2	1	0.75	0.3333333	60000	2	"CO2 emission global warming "	0	0.240004508346856	0.263564266033066	0.204134490362634	0.292296735257443
"1942"	1941	2	1	0	0.5	0.3333333	500000	2	"Co2 emissions "	0	0.0804988023144549	0.68564563705488	0.125892622280062	0.107962938350604
"1943"	1942	1	1	1	0.5	0.3333333	0	0	"Co2 emissions "	0	0.12212774289942	0.494309616860842	0.118357732572204	0.265204907667534
"1944"	1943	1	1	1	0.25	0.6666667	170000	1	"Co2 emissions "	0	0.144878603691692	0.419108458433014	0.133844486370271	0.302168451505023
"1945"	1944	6	1	0	0.5	0.3333333	576000	3	"CO2 increase in atmosphere earth heating "	1	0.252330475051261	0.331617202554851	0.178325584239393	0.237726738154495
"1946"	1945	2	1	1	0.75	0.3333333	430000	2	"CO2 warmer climate extreme weather melting "	0	0.275428382772332	0.212836176207455	0.131975212509848	0.379760228510365
"1947"	1946	3	1	1	0.5	0.3333333	450000	3	"CO2 discharge hotter be more precipitation "	1	0.197906546973556	0.116680361119247	0.113892465239749	0.571520626667448
"1948"	1947	5	1	1	0.5	0.3333333	400000	3	"CO2 emissions that must be limited "	1	0.0826232822226803	0.702455800241043	0.149710901899035	0.0652100156372422
"1949"	1948	5	2	0	0.5	0.3333333	198000	2	"CO2 emission old scrapped nuclear power plants abroad boat wrecks that lie and pollute on the seabed oil spill "	0	0.194147263389787	0.462818850235926	0.163674448451907	0.179359437922379
"1950"	1949	1	1	0	0	0.3333333	15000	1	"Co2 emissions "	0	0.0760480018699018	0.706384697947127	0.0945161044112731	0.123051195771698
"1951"	1950	5	1	1	0.25	1	300000	1	"co2 emissions "	0	0.224390067992736	0.268987071041465	0.114357474483205	0.392265386482594
"1952"	1951	5	1	1	0.5	0.3333333	600000	0	"Co2 emissions "	0	0.194279852082875	0.358134395326797	0.107200417303659	0.340385335286669
"1953"	1952	4	2	1	1	0.3333333	400000	3	"Co2 emissions "	1	0.221521503455064	0.238039884892015	0.174873093529578	0.365565518123343
"1954"	1953	3	1	0	0.25	0.6666667	340000	3	"Co2 emissions "	1	0.115018581697809	0.595696432124803	0.150771518846423	0.138513467330965
"1955"	1954	4	2	1	0.75	0.3333333	830000	3	"CO2 migration climate negotiations Inertia challenges related ITL Increased prosperity vs increased greenhouse gas emissions disasters and human distress storms "	1	0.269158086960238	0.288053855018327	0.193152906998384	0.249635151023051
"1956"	1955	6	1	0	0.5	0.6666667	500000	3	"CO2 greenhouse gases oil pollution "	1	0.19767266194333	0.290783399154441	0.164098861211448	0.347445077690781
"1966"	1965	1	2	1	0.75	0.6666667	0	1	"Sustainable development pollution colder warmer "	0	0.156615535874226	0.233392600022667	0.238587585889289	0.371404278213818
"1967"	1966	5	1	0	0.25	0	500000	2	"Bureaucrats to earn most of participation / be part of professionals who will make money on alleged climate change bureaucracy researchers who think they know all many people who are afraid not to earn well enough if many agencies were to be laid down selfish climate bureaucrats Money lures of public funds throughout the world community "	0	0.0213722710544701	0.898783455749789	0.066029261668261	0.0138150115274798
"1969"	1968	3	2	1	0.5	0.6666667	250000	3	"Breeding and pollution "	1	0.207419724231296	0.325871739648991	0.261147056556549	0.205561479563164
"1971"	1970	4	2	1	0.5	0.6666667	420000	3	"BREE / Ice melting "	1	0.215404287110954	0.0850141500970616	0.0913056357995488	0.608275926992436
"1972"	1971	2	2	1	0.75	0.6666667	200000	2	"Good for the future "	0	0.120088734926791	0.528293050587146	0.220612162046351	0.131006052439711
"1973"	1972	2	1	1	0.5	0.6666667	330000	3	"Living conditions What will happen to nature and forest? "	1	0.185855529735372	0.320547784105899	0.30418077956504	0.189415906593689
"1974"	1973	3	1	0	0.25	0.3333333	500000	3	"Are quickly skeptical about which connections / network sender has either it from one side or other "	1	0.0537568213930327	0.786615826340322	0.113561689017799	0.0460656632488466
"1975"	1974	3	1	1	0.75	0.3333333	0	2	"Is actually nervous of the word / concept of climate change I don't like it at all "	0	0.0346032226279526	0.837853681768334	0.0974887180461668	0.030054377557547
"1976"	1975	6	1	0	0.5	0.3333333	750000	3	"Will be less snow ?? "	1	0.277540521934678	0.284970236222059	0.160742308624772	0.276746933218491
"1978"	1977	4	2	1	0.75	0.6666667	215000	3	"car drive "	1	0.111697433603822	0.619381834793361	0.174480894351579	0.0944398372512387
"1979"	1978	5	2	1	0.5	0.3333333	500000	3	"Car pollution "	1	0.164059981906865	0.475489933319248	0.235337684157688	0.125112400616199
"1980"	1979	1	1	1	1	0	80000	2	"Cars today are Stone Age Tragic Fekkah "	0	0.0391672624904308	0.792262756292912	0.126605756900601	0.0419642243160555
"1981"	1980	4	2	1	0.5	0.3333333	430000	2	"Cars "	0	0.135090010836512	0.576906102010073	0.153283229611966	0.134720657541449
"1982"	1981	5	2	1	0.25	0.3333333	0	2	"Automobile use petrol and diesel "	0	0.157070340490333	0.554462817990973	0.144822237307071	0.143644604211623
"1983"	1982	5	1	1	0.25	0	0	2	"The Bible says: Heaven and Earth shall pass out but my word shall always consist "	0	0.0592262342589403	0.792764142286236	0.104196308291905	0.0438133151629185
"1984"	1983	4	1	1	1	0.3333333	650000	2	"Beautiful development "	0	0.160274843895017	0.441045172352787	0.246920210132869	0.151759773619328
"1985"	1984	6	2	1	1	0.6666667	0	2	"Worrying! "	0	0.154925725760414	0.538887157822336	0.168820532717031	0.137366583700219
"1987"	1986	3	1	0	0.75	0.6666667	371000	3	"concern occasionally exaggerate "	1	0.089980251829125	0.619027309754969	0.211388036091284	0.0796044023246224
"1988"	1987	4	1	1	1	0.3333333	810000	3	"Concern for the future and we all must help do something about it "	1	0.0809132150106801	0.598207030420847	0.263219289832088	0.0576604647363845
"1989"	1988	3	2	1	0.75	0.3333333	650000	3	"concern "	1	0.195376307184299	0.339855624956044	0.273418752247809	0.191349315611848
"1990"	1989	7	1	1	0.75	0.3333333	320000	3	"Concern "	1	0.244449022987065	0.318101429501823	0.27234727053432	0.165102276976793
"1991"	1990	3	1	1	0.75	0	300000	3	"concern "	1	0.167220042415712	0.391324032915329	0.291552891798108	0.149903032870851
"1992"	1991	2	2	1	0.5	0.3333333	460000	3	"Concern "	1	0.186632661027529	0.352433445701802	0.265415383806072	0.195518509464597
"1993"	1992	4	2	1	0.75	1	180000	3	"Concern "	1	0.219920140534604	0.302783461463762	0.268994278103973	0.208302119897661
"1994"	1993	6	2	1	0.75	0.3333333	300000	3	"Concerned how difficult it is to change behavior personally to improve the climate authorities must \"reward\" measures better and facilitate better environmental policy "	1	0.0827244713971416	0.744225911365449	0.132936328313073	0.0401132889243362
"1995"	1994	4	2	1	0.5	0.3333333	400000	2	"worried "	0	0.135088444242059	0.576904827296392	0.153288215726475	0.134718512735074
"1996"	1995	4	2	1	0.75	0.6666667	405	3	"Worried "	1	0.138083531283709	0.540756253391413	0.193378817420489	0.127781397904388
"1997"	1996	1	1	0	0.5	0.3333333	800000	3	"Worried "	1	0.051847777925013	0.760156099371562	0.133295521481453	0.0547006012219718
"1998"	1997	2	1	1	0.75	0.3333333	520000	3	"worry "	1	0.0884636738222158	0.627799027301266	0.19682284371234	0.0869144551641783
"1999"	1998	3	2	1	1	1	400000	3	"Need to take care of the world "	1	0.0731994757534328	0.666033943982882	0.195995439166469	0.0647711410972155
"2001"	2000	2	1	1	0.75	0.3333333	200000	2	"Population growth with climate change becomes chaos political breakdown rightstreme takes power to prevent refugees to enter this part of the world the \"same\" will happen in hard affected countries where they will collect people to warn this is my worst scenario. A part of this world in the world "	0	0.0416711194655793	0.636474574602396	0.289959829045597	0.0318944768864271
"2002"	2001	7	1	1	0.75	0.6666667	600000	3	"Sheets Weather conditions Higher temperatures Flood racing changed living conditions for fish birds and animals strore flood problems for low-lying nations "	1	0.349382338558739	0.189120922591352	0.140380768531494	0.321115970318415
"2005"	2004	3	2	1	0.75	0.6666667	590000	3	"My children "	1	0.198456827231037	0.328754641023878	0.274184646519783	0.198603885225301
"2006"	2005	1	1	0	0	0	0	2	"Only nonsense there is someone who has found on it and earned a lot of money on the climate change created by people is under 1 percent rest is natural "	0	0.0513719529043529	0.728327803138681	0.176217941710682	0.0440823022462839
"2007"	2006	1	1	0	0.25	0	0	2	"Just nonsense "	0	0.07509653988202	0.682075050047185	0.161621774156481	0.0812066359143145
"2008"	2007	2	2	1	0.5	0.6666667	410000	3	"Bathe on the beach in Norway! :-) "	1	0.130684597643095	0.540386740878088	0.190366396748671	0.138562264730146
"2009"	2008	4	2	1	1	0.3333333	0	0	"Deforestation Coral reef overpopulation ice melting "	0	0.18681799079819	0.182114434112323	0.115179533554178	0.515888041535309
"2010"	2009	4	1	0	0.25	0.3333333	460000	2	"Fees "	0	0.0775753037927447	0.74063978526165	0.109912650097398	0.0718722608482065
"2011"	2010	4	1	0	0	0	0	0	"Fees "	0	0.0679095721344695	0.787774204271469	0.0682350703977106	0.0760811531963508
"2012"	2011	4	1	1	0.25	0.3333333	450000	2	"fees "	0	0.119369834460802	0.618509323541561	0.15213051371027	0.109990328287368
"2013"	2012	5	1	1	0.5	0.3333333	350000	2	"Exhausts from car "	0	0.12656471210257	0.605768843009951	0.159003004052952	0.108663440834527
"2014"	2013	2	2	1	0.5	0.3333333	340000	2	"That the climate in the world is on the way to be broken "	0	0.118690739190502	0.524102857800252	0.240530115805049	0.116676287204196
